FirstName;LastName;BirthDate;Gender;Email;PhoneNumber;Street;HouseNumber;ZipCode;City;Country;Notes;CreatedAt;IsActive
"Edward";"Johnson";"1961-01-18";"Unknown";"edward.johnson@example.com";"+1 766 417 4321";"Prospect Avenue";"199A";"26122";"Tacoma";"Cuba";"Generated test data";"2025-03-05";"True";
"Michael";"Bailey";"1982-11-20";"Male";"michael.bailey@example.com";"+1 141 841 8521";"Knight Avenue";"197";"40884";"Albuquerque";"Cambodia";"Generated test data";"2025-02-16";"True";
"Benjamin";"Reed";"1969-11-01";"Diverse";"benjamin.reed@example.com";"+1 658 584 4881";"Elm Street";"188";"32929";"Lexington";"Argentina";"Generated test data";"2024-10-11";"True";
"Linda";"Kim";"1988-02-05";"Diverse";"linda.kim@example.com";"+1 665 679 1960";"Knight Avenue";"78";"37306";"Irvine";"Malta";"Generated test data";"2025-06-16";"True";
"Aaron";"Thompson";"1951-04-11";"Unknown";"aaron.thompson@example.com";"+1 428 139 2034";"Valley Road";"76C";"55360";"Chandler";"Cuba";"Generated test data";"2025-01-18";"False";
"Henry";"Morgan";"1979-04-30";"Female";"henry.morgan@example.com";"+1 691 876 3592";"Baker Street";"37";"59197";"Santa Ana";"Chile";"Generated test data";"2025-04-08";"True";
"Jason";"Allen";"1968-05-21";"Unknown";"jason.allen@example.com";"+1 255 978 7248";"Broad Street";"159A";"25700";"Houston";"Israel";"Generated test data";"2024-11-19";"False";
"Amy";"Jones";"1957-07-30";"Unknown";"amy.jones@example.com";"+1 772 904 6815";"Queen Street";"34";"65821";"Phoenix";"Algeria";"Generated test data";"2025-07-23";"False";
"Joshua";"Williams";"1967-03-15";"Unknown";"joshua.williams@example.com";"+1 656 578 2790";"Nelson Avenue";"116";"25516";"El Paso";"United Kingdom";"Generated test data";"2025-06-14";"False";
"Kathleen";"Perez";"1979-10-04";"Male";"kathleen.perez@example.com";"+1 615 514 6812";"Adams Street";"14A";"45541";"Chicago";"Czech Republic";"Generated test data";"2025-03-05";"False";
"Andrew";"Richardson";"1981-12-17";"Female";"andrew.richardson@example.com";"+1 681 170 8010";"Tower Road";"65";"87819";"Arlington";"Canada";"Generated test data";"2024-10-13";"False";
"Christopher";"Rogers";"1968-07-26";"Diverse";"christopher.rogers@example.com";"+1 243 859 7259";"Park Lane";"127";"77500";"Mesa";"Saudi Arabia";"Generated test data";"2024-12-24";"True";
"Madison";"Perez";"1992-06-09";"Unknown";"madison.perez@example.com";"+1 998 833 1526";"Nelson Avenue";"80";"74565";"Milwaukee";"France";"Generated test data";"2024-12-08";"False";
"Thomas";"Gutierrez";"1962-03-12";"Diverse";"thomas.gutierrez@example.com";"+1 710 199 6229";"Valley Road";"159";"55988";"Sacramento";"Malaysia";"Generated test data";"2024-12-18";"False";
"Tyler";"Turner";"1992-09-06";"Diverse";"tyler.turner@example.com";"+1 323 732 8248";"Dartmouth Street";"177C";"50026";"Anchorage";"Bangladesh";"Generated test data";"2025-05-27";"True";
"Emily";"Cruz";"2000-05-16";"Diverse";"emily.cruz@example.com";"+1 458 826 9362";"Washington Street";"104C";"28821";"Fort Worth";"Canada";"Generated test data";"2025-08-06";"True";
"Helen";"Allen";"1997-09-20";"Diverse";"helen.allen@example.com";"+1 858 764 2798";"Berkeley Avenue";"90A";"34723";"Pittsburgh";"Lebanon";"Generated test data";"2025-03-11";"True";
"Michelle";"Price";"1981-03-05";"Male";"michelle.price@example.com";"+1 826 773 6395";"Cornell Road";"97C";"44795";"Cincinnati";"Nigeria";"Generated test data";"2024-09-29";"False";
"Rachel";"Scott";"1986-06-12";"Unknown";"rachel.scott@example.com";"+1 886 683 4083";"School Street";"77B";"87521";"Louisville";"Russia";"Generated test data";"2025-08-09";"True";
"Michelle";"Cook";"1972-03-05";"Male";"michelle.cook@example.com";"+1 333 456 5453";"Washington Street";"142";"23756";"Plano";"Indonesia";"Generated test data";"2025-05-21";"True";
"George";"Carter";"1972-02-11";"Diverse";"george.carter@example.com";"+1 649 966 6774";"Hawthorn Lane";"133";"43588";"Durham";"Monaco";"Generated test data";"2025-04-14";"False";
"Edward";"Morales";"1973-06-27";"Diverse";"edward.morales@example.com";"+1 565 120 7981";"Cherry Lane";"7B";"94722";"Columbus";"Bangladesh";"Generated test data";"2024-08-16";"False";
"Anthony";"Morris";"1971-03-28";"Diverse";"anthony.morris@example.com";"+1 634 488 8112";"Spring Street";"163C";"59044";"San Diego";"Bahamas";"Generated test data";"2025-02-24";"False";
"Thomas";"Rogers";"1975-03-23";"Female";"thomas.rogers@example.com";"+1 190 862 3496";"Ninth Avenue";"41C";"21439";"Seattle";"Malaysia";"Generated test data";"2024-09-18";"True";
"Barbara";"Kelly";"1978-01-14";"Male";"barbara.kelly@example.com";"+1 439 476 5064";"Kennedy Street";"80";"38146";"Arlington";"Monaco";"Generated test data";"2025-01-08";"False";
"Andrew";"Parker";"1984-01-28";"Diverse";"andrew.parker@example.com";"+1 559 657 5044";"Baker Street";"41";"12719";"Arlington";"Colombia";"Generated test data";"2024-08-16";"True";
"Samuel";"Perez";"1969-09-06";"Male";"samuel.perez@example.com";"+1 879 376 3419";"Garfield Avenue";"113A";"81982";"Saint Paul";"San Marino";"Generated test data";"2024-11-07";"True";
"Beverly";"Taylor";"1966-05-16";"Unknown";"beverly.taylor@example.com";"+1 918 548 4941";"Lord Street";"3B";"83123";"Lincoln";"Jordan";"Generated test data";"2024-09-30";"True";
"Pamela";"Campbell";"1959-11-09";"Female";"pamela.campbell@example.com";"+1 648 161 2183";"Oxford Street";"157";"27038";"Madison";"Turkmenistan";"Generated test data";"2024-10-05";"False";
"Beverly";"Kim";"1964-09-04";"Male";"beverly.kim@example.com";"+1 659 986 1512";"Grant Avenue";"151";"39166";"Arlington";"Venezuela";"Generated test data";"2024-11-27";"True";
"Anthony";"Thomas";"1959-05-15";"Female";"anthony.thomas@example.com";"+1 601 687 6024";"Columbia Avenue";"194B";"12877";"Corpus Christi";"Iran";"Generated test data";"2024-11-08";"False";
"Ryan";"Cruz";"1970-05-21";"Diverse";"ryan.cruz@example.com";"+1 338 998 9920";"Garfield Avenue";"177A";"83299";"Tampa";"Kyrgyzstan";"Generated test data";"2024-11-13";"False";
"John";"Ross";"2005-09-23";"Unknown";"john.ross@example.com";"+1 789 439 3492";"Oak Street";"33";"27409";"Boise";"Brazil";"Generated test data";"2024-10-05";"False";
"Joseph";"Morales";"1960-11-23";"Diverse";"joseph.morales@example.com";"+1 102 164 8684";"Franklin Avenue";"55";"20402";"Boise";"Nepal";"Generated test data";"2025-02-12";"True";
"Steven";"Diaz";"1975-01-02";"Unknown";"steven.diaz@example.com";"+1 177 770 3129";"Birch Avenue";"28";"81586";"Spokane";"Cambodia";"Generated test data";"2025-07-08";"False";
"Chloe";"Lopez";"1963-01-17";"Diverse";"chloe.lopez@example.com";"+1 688 606 3459";"Union Street";"177A";"80981";"Louisville";"Malta";"Generated test data";"2025-05-19";"False";
"Stephen";"Hernandez";"1991-12-02";"Diverse";"stephen.hernandez@example.com";"+1 713 675 9782";"Gate Street";"96";"35137";"Columbus";"Honduras";"Generated test data";"2025-07-02";"True";
"Edward";"Williams";"1984-11-09";"Female";"edward.williams@example.com";"+1 189 555 7853";"Cambridge Road";"34A";"40351";"Wichita";"Nigeria";"Generated test data";"2025-01-23";"True";
"Aaron";"Wright";"1984-11-10";"Female";"aaron.wright@example.com";"+1 580 950 9783";"Columbia Avenue";"44";"47738";"Baton Rouge";"United Arab Emirates";"Generated test data";"2024-09-14";"False";
"James";"Green";"1990-05-23";"Male";"james.green@example.com";"+1 385 202 1073";"Stanford Street";"132A";"54504";"Tacoma";"Malaysia";"Generated test data";"2025-04-08";"True";
"Beverly";"Adams";"1986-02-20";"Diverse";"beverly.adams@example.com";"+1 981 965 7030";"Walnut Street";"158";"84762";"Aurora";"Austria";"Generated test data";"2024-08-15";"False";
"Andrew";"Anderson";"2003-05-30";"Male";"andrew.anderson@example.com";"+1 740 748 4365";"Gate Street";"5A";"28233";"Mesa";"Spain";"Generated test data";"2025-05-23";"False";
"Anthony";"Ward";"1961-03-27";"Female";"anthony.ward@example.com";"+1 210 375 5747";"Washington Avenue";"10C";"97252";"Lincoln";"Haiti";"Generated test data";"2025-04-27";"True";
"Tyler";"Torres";"1977-07-03";"Diverse";"tyler.torres@example.com";"+1 549 800 7441";"Berkeley Avenue";"193";"64932";"Dallas";"Uruguay";"Generated test data";"2025-03-23";"True";
"Gary";"Long";"1986-09-17";"Male";"gary.long@example.com";"+1 225 657 9257";"Union Street";"7A";"57290";"Cleveland";"Pakistan";"Generated test data";"2025-07-31";"True";
"Anthony";"Martinez";"2002-02-08";"Male";"anthony.martinez@example.com";"+1 370 572 1315";"Willow Lane";"22B";"16230";"Greensboro";"Algeria";"Generated test data";"2025-07-04";"True";
"Elizabeth";"Carter";"1983-06-20";"Male";"elizabeth.carter@example.com";"+1 806 814 4709";"Brown Avenue";"185";"38898";"Indianapolis";"Trinidad and Tobago";"Generated test data";"2024-08-19";"False";
"Nicole";"Kelly";"1955-01-10";"Male";"nicole.kelly@example.com";"+1 970 285 8589";"Cherry Lane";"106A";"69231";"Jersey City";"Saudi Arabia";"Generated test data";"2024-12-02";"False";
"Brittany";"Clark";"1967-11-06";"Female";"brittany.clark@example.com";"+1 957 353 9023";"Ash Street";"120";"44686";"Oakland";"Peru";"Generated test data";"2024-09-10";"True";
"Megan";"Hill";"1963-02-19";"Male";"megan.hill@example.com";"+1 697 271 8891";"Broadway";"111C";"58408";"Plano";"Estonia";"Generated test data";"2024-09-14";"False";
"Cynthia";"Anderson";"1995-02-27";"Male";"cynthia.anderson@example.com";"+1 663 247 5598";"Sixth Street";"32C";"23109";"Chesapeake";"Iran";"Generated test data";"2024-11-07";"True";
"Brian";"Morgan";"1964-11-28";"Male";"brian.morgan@example.com";"+1 998 913 7122";"Cedar Street";"168";"44531";"Columbus";"Iran";"Generated test data";"2024-12-04";"False";
"Maria";"Robinson";"2005-03-23";"Female";"maria.robinson@example.com";"+1 876 651 1057";"Pennsylvania Avenue";"98";"68824";"Richmond";"Australia";"Generated test data";"2025-03-06";"True";
"Lori";"Ross";"1977-02-22";"Diverse";"lori.ross@example.com";"+1 420 457 8912";"King Street";"75";"95483";"Louisville";"Kazakhstan";"Generated test data";"2024-11-06";"True";
"Nancy";"Bailey";"1976-11-05";"Male";"nancy.bailey@example.com";"+1 180 479 3288";"Berkeley Avenue";"39C";"18371";"Denver";"Netherlands";"Generated test data";"2024-08-24";"True";
"Samuel";"Morris";"1978-06-11";"Female";"samuel.morris@example.com";"+1 432 508 6606";"Yale Avenue";"22B";"27556";"Fort Wayne";"Philippines";"Generated test data";"2024-12-02";"True";
"Kevin";"Alvarez";"2001-08-21";"Male";"kevin.alvarez@example.com";"+1 900 217 8793";"Oxford Street";"170A";"62038";"Lincoln";"Afghanistan";"Generated test data";"2025-06-03";"True";
"Emily";"Cooper";"1981-06-13";"Diverse";"emily.cooper@example.com";"+1 337 515 4436";"Harrison Avenue";"29";"46085";"Columbus";"Oman";"Generated test data";"2024-10-08";"True";
"Chloe";"James";"1961-04-14";"Female";"chloe.james@example.com";"+1 453 906 3262";"Eighth Street";"32B";"83301";"Cincinnati";"Cambodia";"Generated test data";"2024-08-17";"False";
"Michael";"Lopez";"1957-04-04";"Female";"michael.lopez@example.com";"+1 531 955 4015";"Long Street";"8";"64460";"Seattle";"Kenya";"Generated test data";"2025-07-20";"False";
"Angela";"Thompson";"2001-11-15";"Female";"angela.thompson@example.com";"+1 413 781 3578";"Baker Street";"37A";"37089";"Oklahoma City";"Jamaica";"Generated test data";"2025-05-31";"True";
"Frank";"Cruz";"2002-06-13";"Diverse";"frank.cruz@example.com";"+1 788 986 3608";"Ninth Avenue";"199";"83610";"Kansas City";"Tunisia";"Generated test data";"2024-12-07";"False";
"Madison";"Murphy";"1975-09-23";"Male";"madison.murphy@example.com";"+1 266 645 2928";"Seventh Avenue";"41";"88942";"Saint Paul";"Oman";"Generated test data";"2024-11-01";"True";
"Elizabeth";"Campbell";"1965-05-16";"Female";"elizabeth.campbell@example.com";"+1 404 660 6232";"Jackson Street";"173";"60696";"Buffalo";"Sweden";"Generated test data";"2025-01-23";"True";
"Timothy";"Kim";"1966-09-09";"Diverse";"timothy.kim@example.com";"+1 100 571 2076";"Nelson Avenue";"76";"52401";"Chula Vista";"China";"Generated test data";"2024-12-18";"True";
"Beverly";"Clark";"1991-06-16";"Diverse";"beverly.clark@example.com";"+1 655 958 9554";"Monroe Boulevard";"108B";"60713";"Riverside";"Indonesia";"Generated test data";"2025-06-20";"False";
"Judith";"Wood";"1983-12-02";"Male";"judith.wood@example.com";"+1 113 536 3829";"Broad Street";"78";"26540";"San Antonio";"Kyrgyzstan";"Generated test data";"2025-06-06";"True";
"Stephen";"Jones";"1965-09-27";"Unknown";"stephen.jones@example.com";"+1 793 302 8210";"Meadow Lane";"109A";"39283";"Honolulu";"Peru";"Generated test data";"2024-11-14";"True";
"Benjamin";"Wood";"1962-12-19";"Male";"benjamin.wood@example.com";"+1 796 835 3260";"Cedar Street";"172B";"77666";"Austin";"Colombia";"Generated test data";"2024-10-30";"False";
"Sarah";"Turner";"1958-07-23";"Female";"sarah.turner@example.com";"+1 114 912 5583";"Hawthorn Lane";"175";"19598";"San Francisco";"Jordan";"Generated test data";"2024-08-17";"False";
"Daniel";"Cook";"1998-06-01";"Female";"daniel.cook@example.com";"+1 551 777 7706";"Tenth Street";"93C";"68758";"Arlington";"Kyrgyzstan";"Generated test data";"2024-12-19";"False";
"Jason";"Nguyen";"1964-04-19";"Unknown";"jason.nguyen@example.com";"+1 383 471 5769";"Park Lane";"147";"22150";"Saint Paul";"Germany";"Generated test data";"2024-09-13";"True";
"Benjamin";"Nguyen";"1983-12-01";"Diverse";"benjamin.nguyen@example.com";"+1 189 955 2402";"Pine Street";"47A";"28199";"El Paso";"Haiti";"Generated test data";"2025-04-29";"False";
"Elizabeth";"Stewart";"1975-03-28";"Diverse";"elizabeth.stewart@example.com";"+1 366 626 5435";"High Street";"175";"28981";"Philadelphia";"Monaco";"Generated test data";"2025-07-23";"True";
"Amber";"Martinez";"1988-11-08";"Unknown";"amber.martinez@example.com";"+1 513 909 8768";"Washington Street";"3B";"10679";"Santa Ana";"Honduras";"Generated test data";"2025-03-18";"False";
"Carol";"Hill";"1966-09-29";"Diverse";"carol.hill@example.com";"+1 787 848 7404";"Maple Avenue";"99C";"34439";"Tulsa";"Guatemala";"Generated test data";"2025-04-09";"False";
"Tyler";"Cruz";"1954-01-03";"Female";"tyler.cruz@example.com";"+1 765 498 8736";"Kennedy Street";"114";"39689";"Laredo";"Turkey";"Generated test data";"2025-02-28";"True";
"Matthew";"Young";"1984-01-11";"Unknown";"matthew.young@example.com";"+1 349 136 3444";"Harrison Avenue";"190B";"79032";"Fresno";"Qatar";"Generated test data";"2025-07-28";"False";
"Anna";"Williams";"1985-05-02";"Male";"anna.williams@example.com";"+1 840 111 6563";"Harvard Street";"88C";"32550";"Aurora";"Afghanistan";"Generated test data";"2025-08-07";"True";
"Olivia";"Mendoza";"1988-08-27";"Male";"olivia.mendoza@example.com";"+1 878 325 1138";"Nelson Avenue";"99B";"47645";"Greensboro";"Kyrgyzstan";"Generated test data";"2024-08-31";"False";
"Pamela";"Martinez";"1959-01-15";"Unknown";"pamela.martinez@example.com";"+1 831 784 7490";"Hillcrest Avenue";"82B";"45195";"Tucson";"Mexico";"Generated test data";"2024-09-10";"False";
"Carol";"Nelson";"1960-06-12";"Unknown";"carol.nelson@example.com";"+1 455 788 6710";"Grant Avenue";"70";"71920";"Baton Rouge";"Trinidad and Tobago";"Generated test data";"2024-10-28";"False";
"Barbara";"Sanders";"1960-07-06";"Female";"barbara.sanders@example.com";"+1 133 840 4640";"Long Street";"148B";"14178";"Memphis";"Finland";"Generated test data";"2025-02-16";"True";
"Kathleen";"Harris";"1988-11-06";"Unknown";"kathleen.harris@example.com";"+1 141 593 6848";"College Avenue";"136";"26033";"Laredo";"Poland";"Generated test data";"2024-09-26";"False";
"Laura";"Smith";"1976-11-07";"Male";"laura.smith@example.com";"+1 891 143 9330";"Washington Street";"105";"42556";"North Las Vegas";"Uzbekistan";"Generated test data";"2025-06-09";"True";
"Michael";"Harris";"1992-08-05";"Unknown";"michael.harris@example.com";"+1 476 504 6677";"Union Street";"128A";"82494";"Fresno";"Poland";"Generated test data";"2025-07-26";"True";
"Maria";"Campbell";"1953-01-22";"Unknown";"maria.campbell@example.com";"+1 661 268 2726";"Sixth Street";"180C";"21599";"Saint Paul";"Andorra";"Generated test data";"2025-04-14";"False";
"Patricia";"Foster";"1960-04-12";"Unknown";"patricia.foster@example.com";"+1 550 123 3048";"Short Street";"87";"78143";"St. Louis";"United Arab Emirates";"Generated test data";"2024-09-06";"False";
"Madison";"Johnson";"1990-03-26";"Unknown";"madison.johnson@example.com";"+1 733 893 8296";"College Avenue";"106";"79739";"Riverside";"Vatican City";"Generated test data";"2024-10-11";"False";
"Christopher";"Thomas";"1962-05-27";"Female";"christopher.thomas@example.com";"+1 534 131 6035";"Park Avenue";"114";"84341";"Bakersfield";"Uruguay";"Generated test data";"2025-05-20";"True";
"Patrick";"Ross";"1955-10-30";"Diverse";"patrick.ross@example.com";"+1 187 110 8288";"Green Street";"58C";"13727";"San Diego";"Nepal";"Generated test data";"2025-06-29";"True";
"Beverly";"Ross";"1966-10-31";"Unknown";"beverly.ross@example.com";"+1 934 699 5725";"Washington Street";"158";"14509";"Atlanta";"Laos";"Generated test data";"2024-10-26";"False";
"Sarah";"Lewis";"1957-01-05";"Unknown";"sarah.lewis@example.com";"+1 492 715 7404";"Spring Street";"63C";"54124";"Charlotte";"Bhutan";"Generated test data";"2025-01-02";"False";
"Michelle";"Collins";"1974-12-20";"Unknown";"michelle.collins@example.com";"+1 272 921 4347";"Nelson Avenue";"134A";"37166";"Cincinnati";"Honduras";"Generated test data";"2025-06-30";"True";
"Katherine";"Chavez";"1951-08-24";"Diverse";"katherine.chavez@example.com";"+1 501 218 1018";"Willow Lane";"94A";"77367";"Memphis";"Greece";"Generated test data";"2025-06-20";"False";
"Julie";"Rodriguez";"1959-01-12";"Diverse";"julie.rodriguez@example.com";"+1 460 575 4143";"Hawthorn Lane";"65A";"15492";"Garland";"Iraq";"Generated test data";"2024-11-21";"True";
"Dennis";"Edwards";"1993-04-10";"Male";"dennis.edwards@example.com";"+1 352 745 5708";"Meadow Lane";"22";"53493";"New York";"Dominican Republic";"Generated test data";"2025-04-08";"False";
"Christopher";"Thomas";"1974-04-11";"Unknown";"christopher.thomas@example.com";"+1 768 417 7228";"Dartmouth Street";"182";"75892";"Bakersfield";"Bolivia";"Generated test data";"2025-05-13";"True";
"Rachel";"Jones";"1993-08-29";"Diverse";"rachel.jones@example.com";"+1 621 854 2478";"Cambridge Road";"130C";"72038";"Los Angeles";"Poland";"Generated test data";"2025-07-11";"False";
"Larry";"Turner";"1965-07-19";"Male";"larry.turner@example.com";"+1 788 421 5759";"High Street";"33";"88789";"Lincoln";"Thailand";"Generated test data";"2025-07-03";"True";
"Scott";"White";"1993-02-28";"Female";"scott.white@example.com";"+1 383 607 8919";"Maple Avenue";"30B";"40873";"Madison";"Bahamas";"Generated test data";"2025-05-13";"True";
"Tyler";"Chavez";"1998-03-12";"Female";"tyler.chavez@example.com";"+1 997 559 8190";"Ash Street";"71";"11541";"El Paso";"Malaysia";"Generated test data";"2025-05-25";"True";
