FirstName;LastName;BirthDate;Gender;Email;PhoneNumber;Street;HouseNumber;ZipCode;City;Country;Notes;CreatedAt;IsActive
"Janet";"Bailey";"1952-03-05";"Unknown";"janet.bailey@example.com";"+1 793 472 7060";"Chestnut Avenue";"145C";"77417";"Boise";"Guatemala";"Generated test data";"2024-12-16";"True";
"Joseph";"Jones";"1955-11-15";"Female";"joseph.jones@example.com";"+1 916 636 1090";"Ninth Avenue";"95";"65985";"Nashville";"Nigeria";"Generated test data";"2025-06-20";"True";
"Carolyn";"Smith";"1976-04-21";"Unknown";"carolyn.smith@example.com";"+1 835 401 2607";"Johnson Avenue";"97B";"94197";"North Las Vegas";"Belgium";"Generated test data";"2025-04-27";"True";
"Charles";"Robinson";"1977-06-11";"Unknown";"charles.robinson@example.com";"+1 215 377 8828";"Cornell Road";"113";"10445";"St. Petersburg";"USA";"Generated test data";"2024-10-06";"False";
"Olivia";"Jackson";"1989-02-27";"Diverse";"olivia.jackson@example.com";"+1 598 639 4804";"Loop Road";"37B";"74089";"Lexington";"Yemen";"Generated test data";"2025-07-06";"False";
"Amber";"Gutierrez";"1954-04-29";"Male";"amber.gutierrez@example.com";"+1 137 104 1522";"Cornell Road";"60C";"22966";"Omaha";"Syria";"Generated test data";"2025-01-02";"False";
"Michael";"White";"1968-10-25";"Male";"michael.white@example.com";"+1 741 324 3348";"Maple Avenue";"20A";"25234";"Virginia Beach";"Turkmenistan";"Generated test data";"2024-12-26";"True";
"Dennis";"Allen";"1956-07-18";"Male";"dennis.allen@example.com";"+1 453 619 8591";"Hawthorn Lane";"45A";"94255";"Indianapolis";"Portugal";"Generated test data";"2025-05-12";"False";
"Sharon";"Cooper";"1974-03-26";"Female";"sharon.cooper@example.com";"+1 251 687 4560";"Long Street";"112";"41626";"Memphis";"Netherlands";"Generated test data";"2025-04-26";"True";
"Kevin";"Myers";"2003-06-13";"Unknown";"kevin.myers@example.com";"+1 290 707 7869";"Ninth Avenue";"46";"57021";"St. Louis";"Monaco";"Generated test data";"2025-06-03";"False";
"Patrick";"Mitchell";"1989-02-08";"Diverse";"patrick.mitchell@example.com";"+1 755 289 1706";"Monroe Boulevard";"100B";"42411";"Aurora";"Poland";"Generated test data";"2025-08-06";"False";
"Timothy";"Moore";"1996-07-17";"Diverse";"timothy.moore@example.com";"+1 657 173 6868";"Ash Street";"58C";"93866";"Bakersfield";"Bangladesh";"Generated test data";"2025-04-08";"True";
"Brittany";"Patel";"1988-08-02";"Diverse";"brittany.patel@example.com";"+1 537 490 7221";"Cambridge Road";"12";"38553";"Tampa";"Russia";"Generated test data";"2024-09-20";"False";
"Edward";"Perez";"2002-05-17";"Male";"edward.perez@example.com";"+1 250 824 3732";"Castle Street";"86B";"57589";"Orlando";"Turkey";"Generated test data";"2024-08-14";"True";
"Victoria";"Baker";"1960-10-05";"Male";"victoria.baker@example.com";"+1 764 340 8159";"Hillcrest Avenue";"32";"80304";"Kansas City";"Czech Republic";"Generated test data";"2025-06-05";"True";
"Joshua";"Foster";"1997-12-31";"Male";"joshua.foster@example.com";"+1 976 106 9740";"Market Street";"20";"85123";"Hialeah";"Ireland";"Generated test data";"2024-10-18";"False";
"Judith";"Turner";"1982-02-04";"Unknown";"judith.turner@example.com";"+1 584 289 8768";"Elm Street";"109B";"26110";"Fremont";"Belgium";"Generated test data";"2025-04-22";"False";
"Ruth";"Watson";"1989-05-05";"Male";"ruth.watson@example.com";"+1 351 511 7581";"Pennsylvania Avenue";"29C";"34674";"Miami";"Brazil";"Generated test data";"2024-11-17";"False";
"Mark";"Alvarez";"1958-01-18";"Diverse";"mark.alvarez@example.com";"+1 230 922 2396";"Maple Avenue";"32B";"66493";"Arlington";"Czech Republic";"Generated test data";"2025-04-17";"True";
"John";"Rodriguez";"1986-07-19";"Female";"john.rodriguez@example.com";"+1 916 848 2105";"Yale Avenue";"61";"42264";"Colorado Springs";"Afghanistan";"Generated test data";"2025-04-07";"False";
"Christina";"Brooks";"1989-06-09";"Unknown";"christina.brooks@example.com";"+1 475 379 8688";"Taylor Avenue";"182";"41190";"Reno";"Belgium";"Generated test data";"2025-04-30";"True";
"Stephen";"Morgan";"1974-07-02";"Unknown";"stephen.morgan@example.com";"+1 815 194 9562";"Vine Street";"63";"89855";"Raleigh";"India";"Generated test data";"2024-08-27";"False";
"Dennis";"Reyes";"1999-12-12";"Male";"dennis.reyes@example.com";"+1 335 969 1468";"Oxford Street";"5";"20780";"Chandler";"Dominican Republic";"Generated test data";"2024-08-17";"True";
"Mark";"Kelly";"1951-11-12";"Diverse";"mark.kelly@example.com";"+1 111 680 9166";"Pine Street";"114A";"53327";"Riverside";"Monaco";"Generated test data";"2024-08-28";"False";
"Charles";"Thompson";"1985-04-13";"Unknown";"charles.thompson@example.com";"+1 933 729 9462";"Cherry Lane";"80B";"76846";"Aurora";"Trinidad and Tobago";"Generated test data";"2025-08-03";"True";
"Emily";"Rivera";"1984-08-19";"Female";"emily.rivera@example.com";"+1 332 450 8502";"Park Avenue";"51";"83603";"Oakland";"Italy";"Generated test data";"2025-08-11";"True";
"Brandon";"Young";"1975-10-14";"Unknown";"brandon.young@example.com";"+1 558 773 8697";"Magnolia Drive";"44C";"56237";"Raleigh";"Mexico";"Generated test data";"2024-09-19";"True";
"Angela";"Brooks";"1955-04-27";"Diverse";"angela.brooks@example.com";"+1 712 233 3574";"Smith Road";"153B";"85841";"Bakersfield";"Netherlands";"Generated test data";"2025-05-09";"False";
"David";"Murphy";"1964-06-18";"Diverse";"david.murphy@example.com";"+1 317 371 8729";"Columbia Avenue";"10";"18437";"Charlotte";"Honduras";"Generated test data";"2025-03-08";"False";
"Sharon";"Gomez";"2003-08-11";"Diverse";"sharon.gomez@example.com";"+1 116 182 7245";"Bridge Street";"104";"97272";"Irvine";"Panama";"Generated test data";"2024-11-28";"False";
"Raymond";"Anderson";"1979-06-06";"Female";"raymond.anderson@example.com";"+1 712 883 2824";"Hawthorn Lane";"137A";"29799";"Tacoma";"Netherlands";"Generated test data";"2025-04-05";"True";
"Karen";"Nguyen";"1984-01-10";"Unknown";"karen.nguyen@example.com";"+1 179 919 4368";"Forest Avenue";"178B";"22934";"Miami";"Pakistan";"Generated test data";"2025-04-29";"False";
"Robert";"Reyes";"1985-06-22";"Unknown";"robert.reyes@example.com";"+1 593 256 8429";"Market Street";"139";"11879";"Baltimore";"Morocco";"Generated test data";"2024-12-14";"False";
"Kathleen";"Collins";"1963-11-14";"Unknown";"kathleen.collins@example.com";"+1 440 968 2555";"Bridge Street";"74";"82472";"Boise";"Russia";"Generated test data";"2025-08-04";"False";
"Justin";"Anderson";"1961-01-06";"Male";"justin.anderson@example.com";"+1 411 381 3494";"Stanford Street";"121A";"55570";"Chandler";"Oman";"Generated test data";"2024-11-20";"True";
"Brian";"Lopez";"1998-10-08";"Male";"brian.lopez@example.com";"+1 150 696 4467";"Adams Boulevard";"113";"15747";"Memphis";"Poland";"Generated test data";"2024-11-16";"True";
"Michael";"Wright";"2003-07-24";"Female";"michael.wright@example.com";"+1 663 378 9610";"Beechwood Avenue";"36C";"93586";"Jacksonville";"Egypt";"Generated test data";"2025-03-13";"True";
"Justin";"Miller";"1956-03-07";"Unknown";"justin.miller@example.com";"+1 895 667 6212";"River Road";"18A";"67854";"Irving";"Yemen";"Generated test data";"2024-09-05";"True";
"Robert";"Chavez";"1953-04-05";"Male";"robert.chavez@example.com";"+1 596 917 8619";"Magnolia Drive";"179C";"32630";"Gilbert";"Brazil";"Generated test data";"2025-06-09";"True";
"Amy";"Campbell";"1997-09-27";"Female";"amy.campbell@example.com";"+1 192 525 5101";"Birch Avenue";"59A";"23552";"Tucson";"Cuba";"Generated test data";"2024-11-26";"False";
"Michelle";"Parker";"1971-09-25";"Unknown";"michelle.parker@example.com";"+1 346 695 1304";"Stanford Street";"101";"88680";"Colorado Springs";"United Kingdom";"Generated test data";"2024-11-19";"True";
"Raymond";"Brooks";"1988-04-10";"Male";"raymond.brooks@example.com";"+1 544 637 3057";"Madison Street";"187";"90859";"Chandler";"Laos";"Generated test data";"2024-09-17";"True";
"Stephen";"Lopez";"2001-12-21";"Diverse";"stephen.lopez@example.com";"+1 965 443 8663";"Nelson Avenue";"56";"28168";"San Jose";"Malta";"Generated test data";"2025-02-19";"True";
"Linda";"Gomez";"1971-06-06";"Unknown";"linda.gomez@example.com";"+1 453 881 3344";"Adams Street";"142A";"57140";"Aurora";"South Africa";"Generated test data";"2025-02-12";"False";
"Ronald";"Lewis";"1970-01-27";"Female";"ronald.lewis@example.com";"+1 506 149 8991";"Loop Road";"152A";"80695";"Honolulu";"Uzbekistan";"Generated test data";"2024-11-17";"True";
"Madison";"Edwards";"1991-05-14";"Diverse";"madison.edwards@example.com";"+1 894 533 9564";"Monroe Avenue";"169B";"42662";"Detroit";"Ireland";"Generated test data";"2024-10-17";"True";
"Thomas";"Brown";"1992-08-13";"Unknown";"thomas.brown@example.com";"+1 980 102 8871";"Clark Street";"176";"53705";"Oakland";"Philippines";"Generated test data";"2024-10-16";"True";
"Jacob";"Carter";"1981-05-19";"Unknown";"jacob.carter@example.com";"+1 785 200 2337";"Washington Street";"29B";"68305";"St. Petersburg";"San Marino";"Generated test data";"2025-03-30";"False";
"Emma";"Hughes";"1956-10-31";"Female";"emma.hughes@example.com";"+1 155 628 8667";"Adams Street";"170A";"44773";"Tampa";"Trinidad and Tobago";"Generated test data";"2024-10-15";"True";
"Eric";"Ward";"1995-07-07";"Unknown";"eric.ward@example.com";"+1 945 275 9424";"Columbia Avenue";"69";"28324";"Bakersfield";"Greece";"Generated test data";"2024-10-20";"True";
"Dennis";"Ruiz";"1988-07-31";"Diverse";"dennis.ruiz@example.com";"+1 735 591 6902";"Eighth Street";"4";"29973";"Madison";"Jamaica";"Generated test data";"2024-11-05";"False";
"Barbara";"Clark";"1963-07-08";"Female";"barbara.clark@example.com";"+1 985 179 4160";"Prince Avenue";"135A";"52056";"North Las Vegas";"United Kingdom";"Generated test data";"2025-07-14";"True";
"Thomas";"Hernandez";"1979-11-13";"Diverse";"thomas.hernandez@example.com";"+1 926 509 4034";"Dartmouth Street";"104C";"38588";"Saint Paul";"New Zealand";"Generated test data";"2025-06-02";"False";
"Gregory";"Patel";"1950-07-13";"Male";"gregory.patel@example.com";"+1 434 194 7889";"King Street";"72A";"30166";"Chula Vista";"China";"Generated test data";"2024-09-07";"True";
"John";"Price";"1954-07-22";"Female";"john.price@example.com";"+1 318 324 8498";"Fifth Avenue";"197C";"83428";"Anaheim";"Bolivia";"Generated test data";"2025-06-05";"True";
"Jack";"Gomez";"1987-11-24";"Female";"jack.gomez@example.com";"+1 296 677 2212";"Sixth Street";"7";"74612";"Norfolk";"Venezuela";"Generated test data";"2025-05-17";"False";
"Patrick";"Baker";"1967-09-01";"Female";"patrick.baker@example.com";"+1 700 738 2378";"Harvard Street";"56";"82345";"Oklahoma City";"France";"Generated test data";"2024-11-13";"True";
"Anna";"Sanders";"1979-06-24";"Diverse";"anna.sanders@example.com";"+1 447 119 9512";"Chestnut Avenue";"174";"21831";"Spokane";"Oman";"Generated test data";"2025-05-22";"False";
"Kathleen";"Moore";"1985-01-24";"Male";"kathleen.moore@example.com";"+1 619 488 8770";"Pine Street";"130";"68480";"Atlanta";"Turkmenistan";"Generated test data";"2024-12-23";"False";
"Christopher";"Harris";"1968-04-19";"Male";"christopher.harris@example.com";"+1 402 134 3469";"Baker Street";"107B";"42243";"Houston";"Ecuador";"Generated test data";"2025-06-03";"True";
"Gregory";"Reed";"1986-11-13";"Unknown";"gregory.reed@example.com";"+1 227 607 2720";"Grant Avenue";"7C";"84071";"Chesapeake";"Jamaica";"Generated test data";"2025-07-07";"False";
"Elizabeth";"Kelly";"1988-10-18";"Male";"elizabeth.kelly@example.com";"+1 823 732 2659";"Prince Avenue";"63";"32561";"Plano";"Philippines";"Generated test data";"2025-05-31";"True";
"Beverly";"Hernandez";"1964-10-02";"Male";"beverly.hernandez@example.com";"+1 434 625 2212";"Church Street";"145";"23095";"Wichita";"Philippines";"Generated test data";"2024-12-05";"True";
"Jeffrey";"Rivera";"1966-10-24";"Female";"jeffrey.rivera@example.com";"+1 666 850 4301";"Lady Street";"131B";"83731";"Baltimore";"Vatican City";"Generated test data";"2025-01-03";"False";
"Nicole";"Brown";"1987-07-10";"Unknown";"nicole.brown@example.com";"+1 362 728 7802";"Hamilton Avenue";"162";"29792";"Chandler";"Bahamas";"Generated test data";"2025-01-28";"True";
"Matthew";"Kim";"1963-04-05";"Diverse";"matthew.kim@example.com";"+1 664 686 2439";"Park Avenue";"170";"38157";"St. Petersburg";"Saudi Arabia";"Generated test data";"2025-06-02";"True";
"Madison";"Martin";"2000-02-10";"Diverse";"madison.martin@example.com";"+1 365 560 9004";"Willow Lane";"132";"11790";"Long Beach";"Bolivia";"Generated test data";"2024-10-16";"True";
"Thomas";"Gomez";"1958-06-14";"Female";"thomas.gomez@example.com";"+1 563 701 4820";"Jackson Street";"195B";"42983";"Sacramento";"Brazil";"Generated test data";"2025-01-25";"False";
"James";"Moore";"2005-12-10";"Male";"james.moore@example.com";"+1 503 367 1739";"Polk Street";"122C";"36833";"Chandler";"South Africa";"Generated test data";"2024-12-07";"False";
"Anna";"Mendoza";"1977-02-15";"Diverse";"anna.mendoza@example.com";"+1 291 994 1051";"Lord Street";"188";"11919";"Gilbert";"Thailand";"Generated test data";"2025-03-18";"False";
"Patrick";"Richardson";"1954-09-04";"Female";"patrick.richardson@example.com";"+1 383 293 8110";"Broad Street";"180B";"22060";"St. Petersburg";"Malta";"Generated test data";"2025-05-26";"True";
"George";"Collins";"1962-06-20";"Diverse";"george.collins@example.com";"+1 388 704 7269";"Loop Road";"71C";"17737";"San Diego";"Vietnam";"Generated test data";"2024-09-13";"False";
"Mark";"Richardson";"1975-05-07";"Diverse";"mark.richardson@example.com";"+1 738 370 9826";"Magnolia Drive";"46B";"70363";"Kansas City";"Qatar";"Generated test data";"2025-03-06";"False";
"Sandra";"Cook";"1984-08-07";"Diverse";"sandra.cook@example.com";"+1 116 491 4844";"Chestnut Avenue";"12";"36378";"Laredo";"Peru";"Generated test data";"2025-01-23";"True";
"Donna";"Thompson";"1985-02-15";"Diverse";"donna.thompson@example.com";"+1 410 106 6467";"Adams Street";"83A";"32978";"Atlanta";"Uruguay";"Generated test data";"2025-01-05";"False";
"Thomas";"Hill";"1963-02-09";"Male";"thomas.hill@example.com";"+1 164 488 3217";"Washington Avenue";"93";"52564";"Plano";"Iran";"Generated test data";"2025-07-26";"True";
"Joseph";"Turner";"1989-04-13";"Female";"joseph.turner@example.com";"+1 199 239 6772";"Harrison Avenue";"132B";"34450";"Las Vegas";"Andorra";"Generated test data";"2024-12-08";"False";
"Alexander";"White";"2002-03-13";"Unknown";"alexander.white@example.com";"+1 263 843 2552";"Monroe Boulevard";"166";"36856";"Baltimore";"Guatemala";"Generated test data";"2025-02-04";"False";
"Nancy";"Alvarez";"1973-08-08";"Female";"nancy.alvarez@example.com";"+1 903 251 3779";"Fifth Avenue";"95";"88486";"Miami";"Egypt";"Generated test data";"2024-11-17";"False";
"Nancy";"Mitchell";"1984-10-08";"Diverse";"nancy.mitchell@example.com";"+1 928 974 9517";"Walnut Street";"168C";"83253";"Pittsburgh";"Costa Rica";"Generated test data";"2025-04-08";"False";
"Deborah";"Moore";"1991-06-11";"Male";"deborah.moore@example.com";"+1 691 406 1546";"Prospect Avenue";"77";"98385";"Arlington";"Bhutan";"Generated test data";"2024-08-26";"True";
"Raymond";"Chavez";"2004-10-05";"Female";"raymond.chavez@example.com";"+1 198 167 9944";"Sixth Street";"29C";"42920";"New Orleans";"China";"Generated test data";"2025-04-19";"True";
"Sarah";"Adams";"1984-01-26";"Unknown";"sarah.adams@example.com";"+1 387 515 4255";"Valley Road";"138";"31689";"Laredo";"Qatar";"Generated test data";"2025-02-27";"True";
"Anthony";"Phillips";"1990-05-21";"Unknown";"anthony.phillips@example.com";"+1 808 458 9643";"Market Street";"19C";"69071";"Lincoln";"Tunisia";"Generated test data";"2025-07-30";"False";
"Raymond";"Ward";"1956-04-22";"Female";"raymond.ward@example.com";"+1 926 541 9821";"Nelson Avenue";"81B";"69499";"Cleveland";"Turkey";"Generated test data";"2024-08-23";"True";
"Gregory";"Johnson";"1957-12-30";"Female";"gregory.johnson@example.com";"+1 298 178 3249";"River Road";"48";"36297";"Fort Wayne";"Iraq";"Generated test data";"2025-03-22";"False";
"Angela";"Rodriguez";"1985-04-10";"Diverse";"angela.rodriguez@example.com";"+1 497 807 6462";"Lakeview Drive";"83B";"82944";"San Diego";"Bahamas";"Generated test data";"2025-02-16";"True";
"Deborah";"Ramirez";"1998-07-25";"Male";"deborah.ramirez@example.com";"+1 841 398 3414";"Princeton Street";"86B";"81068";"Fremont";"Morocco";"Generated test data";"2025-03-25";"False";
"Beverly";"Miller";"1994-05-22";"Unknown";"beverly.miller@example.com";"+1 218 379 6541";"Baker Street";"42";"52624";"New Orleans";"Israel";"Generated test data";"2024-10-09";"True";
"Brittany";"Thompson";"1979-07-15";"Male";"brittany.thompson@example.com";"+1 746 628 1754";"Jefferson Street";"111";"90421";"Chesapeake";"Iraq";"Generated test data";"2024-09-23";"False";
"Kathleen";"White";"1998-10-17";"Diverse";"kathleen.white@example.com";"+1 850 696 1553";"Pine Street";"51";"33587";"Tacoma";"Kenya";"Generated test data";"2025-04-16";"False";
"Tyler";"Jones";"2000-07-23";"Female";"tyler.jones@example.com";"+1 566 625 6458";"Adams Street";"62";"76581";"Hialeah";"Panama";"Generated test data";"2025-01-27";"True";
"Eric";"Green";"1978-09-06";"Female";"eric.green@example.com";"+1 253 343 7388";"Spring Street";"145B";"11108";"St. Louis";"Nepal";"Generated test data";"2025-05-15";"False";
"Mark";"Young";"1997-05-17";"Female";"mark.young@example.com";"+1 352 420 3079";"Meadow Lane";"93A";"95210";"Charlotte";"Latvia";"Generated test data";"2024-09-21";"False";
"Nicole";"Stewart";"1995-03-26";"Diverse";"nicole.stewart@example.com";"+1 233 793 4447";"Lord Street";"180B";"73445";"Nashville";"Malta";"Generated test data";"2025-01-30";"True";
"William";"Ward";"2003-08-15";"Unknown";"william.ward@example.com";"+1 927 616 4080";"Polk Street";"104";"30697";"Durham";"Thailand";"Generated test data";"2025-02-15";"False";
"Gary";"Gutierrez";"1996-05-21";"Unknown";"gary.gutierrez@example.com";"+1 484 136 6568";"Loop Road";"146A";"76254";"Fort Worth";"Uzbekistan";"Generated test data";"2025-04-16";"True";
"James";"Diaz";"1983-04-20";"Diverse";"james.diaz@example.com";"+1 357 313 6928";"Oxford Street";"129A";"59914";"Columbus";"Yemen";"Generated test data";"2024-11-06";"True";
"Carol";"Turner";"1951-04-29";"Unknown";"carol.turner@example.com";"+1 831 790 4042";"Queen Street";"27";"26473";"Chula Vista";"Malaysia";"Generated test data";"2024-12-16";"False";
"Brandon";"Kim";"1978-08-29";"Female";"brandon.kim@example.com";"+1 276 294 7288";"Taylor Avenue";"98C";"66999";"Anaheim";"Latvia";"Generated test data";"2025-03-31";"False";
"Douglas";"Chavez";"1961-11-05";"Female";"douglas.chavez@example.com";"+1 348 986 5315";"Prospect Avenue";"197A";"98960";"St. Louis";"Venezuela";"Generated test data";"2025-06-14";"True";
"Madison";"Jimenez";"1987-02-09";"Female";"madison.jimenez@example.com";"+1 705 444 2307";"Green Street";"199";"64116";"Dallas";"Italy";"Generated test data";"2024-10-06";"False";
